tailnum,manufacturer,issue_date,model,aircraft_type,engine_type,year
N348UA,BOEING,1/13/1989,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1988
N349NB,AIRBUS,9/25/2002,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2002
N349NW,AIRBUS INDUSTRIE,7/13/2007,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1996
N349SW,BOEING,7/20/1989,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1989
N349UA,BOEING,1/26/1989,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1988
N34CA,,,,,,
N350AA,PIPER,11/15/1995,PA-31-350,Fixed Wing Multi-Engine,Reciprocating,1980
N350NA,AIRBUS INDUSTRIE,7/19/2007,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1993
N350SW,BOEING,8/22/1989,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1989
N350UA,BOEING,4/7/1989,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1989
N351AA,BOEING,6/27/1996,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1988
N351NB,AIRBUS,10/10/2002,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2002
N351NW,AIRBUS INDUSTRIE,12/18/1998,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1997
N351SW,BOEING,3/2/2000,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1989
N351UA,BOEING,9/12/2005,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1989
N35204,BOEING,7/17/2000,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2000
N35260,BOEING,6/11/2001,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2001
N35271,BOEING,11/2/2001,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2001
N352AA,BOEING,6/24/1996,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1988
N352NB,AIRBUS,10/22/2002,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2002
N352NW,AIRBUS INDUSTRIE,6/26/1998,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1998
N352SW,BOEING,11/28/1990,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1990
N353AA,BOEING,6/26/1996,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1988
N353NB,AIRBUS,10/25/2002,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2002
N353NW,AIRBUS INDUSTRIE,6/26/1998,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1998
N353SW,BOEING,12/3/1990,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1990
N35407,BOEING,9/21/2001,737-924,Fixed Wing Multi-Engine,Turbo-Fan,2001
N354AA,BOEING,7/10/1996,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1988
N354CA,BOMBARDIER INC,12/19/2007,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2002
N354NB,AIRBUS,11/7/2002,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2002
N354NW,AIRBUS INDUSTRIE,6/26/1998,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1998
N354SW,BOEING,8/3/1991,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1991
N355AA,BOEING,6/16/1988,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1988
N355CA,BOMBARDIER INC,12/20/2007,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2002
N355NB,AIRBUS,11/14/2002,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2002
N355NW,AIRBUS INDUSTRIE,10/21/1998,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1998
N355SW,BOEING,8/12/1991,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1991
N356AA,,,,,,
N356NW,AIRBUS INDUSTRIE,12/18/1998,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1998
N356SW,BOEING,8/16/1991,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1991
N357AA,BOEING,6/20/1996,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1988
N357NB,AIRBUS,12/19/2002,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2002
N357NW,AIRBUS INDUSTRIE,12/18/1998,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1998
N357SW,BOEING,6/10/1992,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1992
N358AA,BOEING,7/7/2008,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1988
N358NB,AIRBUS,3/18/2003,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2003
N358NW,AIRBUS INDUSTRIE,12/18/1998,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1998
N358SW,BOEING,6/11/1992,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1992
N359AA,BOEING,6/19/1996,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1988
N359NB,AIRBUS,2/26/2003,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2003
N359NW,AIRBUS INDUSTRIE,12/17/1998,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1998
N359SW,BOEING,5/20/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1992
N360AA,BOEING,7/2/1996,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1988
N360NB,AIRBUS,5/8/2003,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2003
N360NW,AIRBUS INDUSTRIE,12/18/1998,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1998
N360SW,BOEING,5/20/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1992
N361AA,BOEING,7/9/1996,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1988
N361NB,AIRBUS,5/21/2003,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2003
N361NW,AIRBUS INDUSTRIE,12/16/1998,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1998
N361SW,BOEING,5/20/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1992
N36207,BOEING,8/8/2000,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2000
N36247,BOEING,12/3/1999,737-824,Fixed Wing Multi-Engine,Turbo-Fan,1999
N36272,BOEING,11/16/2001,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2001
N36280,BOEING,12/18/2003,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2003
N362AA,BOEING,7/1/1996,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1988
N362NB,AIRBUS,6/5/2003,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2003
N362NW,AIRBUS INDUSTRIE,12/16/1998,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1998
N362SW,BOEING,5/13/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1992
N363AA,BOEING,9/16/1988,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1988
N363NB,AIRBUS,6/20/2003,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2003
N363NW,AIRBUS INDUSTRIE,12/16/1998,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1998
N363SW,BOEING,5/13/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1993
N364AA,,,,,,
N364NB,AIRBUS,6/27/2003,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2003
N364NW,AIRBUS INDUSTRIE,12/23/1999,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1999
N364SW,BOEING,5/13/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1993
N364UA,BOEING,9/28/1989,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1989
N365AA,AGUSTA SPA,10/21/2003,A109E,Rotorcraft,Turbo-Shaft,2001
N365NB,AIRBUS,8/5/2003,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2003
N365NW,AIRBUS INDUSTRIE,12/23/1999,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1999
N365SW,BOEING,5/13/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1993
N365UA,BOEING,9/28/1989,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1989
N366AA,BOEING,12/28/1999,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1991
N366NB,AIRBUS,9/4/2003,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2003
N366NW,AIRBUS INDUSTRIE,12/23/1999,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1999
N366SW,BOEING,5/13/1993,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1993
N366UA,BOEING,9/28/1989,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1989
N367AA,,,,,,
N367CA,BOMBARDIER INC,1/8/2008,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2002
N367NW,AIRBUS INDUSTRIE,9/16/1999,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1999
N367SW,BOEING,5/17/1993,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1993
N367UA,BOEING,9/28/1989,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1989
N368AA,BOEING,11/8/2002,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1991
N368CA,BOMBARDIER INC,1/8/2008,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2003
N368NB,AIRBUS,10/9/2003,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2003
N368NW,AIRBUS INDUSTRIE,9/16/1999,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1999
N368SW,BOEING,5/20/1993,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1993
N36915,EMBRAER,4/23/2001,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,2001
N369AA,BOEING,4/25/2002,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1992
N369CA,BOMBARDIER INC,1/17/2003,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2003
N369NB,AIRBUS,11/7/2003,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2003
N369NW,AIRBUS INDUSTRIE,9/16/1999,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1999
N369SW,BOEING,6/7/1993,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1993
N369UA,BOEING,12/21/1989,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1989
N37018,BOEING,4/19/2002,777-224,Fixed Wing Multi-Engine,Turbo-Fan,2002
N370AA,BOEING,4/8/1992,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1992
N370NB,AIRBUS,12/10/2003,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2003
N370NW,AIRBUS INDUSTRIE,12/22/1999,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,1999
N370SW,BOEING,8/5/1993,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1993
N370UA,BOEING,12/21/1989,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1989
N37178,CANADAIR,6/26/1997,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1997
N371AA,BOEING,12/13/1999,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1992
N371CA,BOMBARDIER INC,1/31/2003,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2003
N371DA,BOEING,10/23/1998,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1998
N371NB,AIRBUS,12/12/2003,A319-114,Fixed Wing Multi-Engine,Turbo-Fan,2003
N371NW,AIRBUS INDUSTRIE,8/9/2001,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,2001
N371SW,BOEING,8/23/1993,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1993
N371UA,BOEING,10/6/2004,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1989
N37208,CANADAIR,2/9/1998,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Jet,1997
N37252,BOEING,9/14/2000,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2000
N37253,BOEING,9/20/2000,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2000
N37255,BOEING,10/24/2000,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2000
N37263,BOEING,8/1/2001,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2001
N37267,BOEING,9/7/2001,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2001
N37273,BOEING,12/5/2001,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2001
N37274,BOEING,2/5/2002,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2002
N37277,BOEING,3/28/2002,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2002
N37281,BOEING,12/22/2003,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2003
N37287,BOEING,6/1/2004,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2004
N37290,BOEING,6/28/2007,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2004
N37293,BOEING,7/8/2005,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2005
N37298,BOEING,11/22/2005,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2005
N372AA,BOEING,5/22/1992,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1992
N372DA,BOEING,10/27/1998,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1998
N372NW,AIRBUS INDUSTRIE,11/30/2001,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,2001
N372SW,BOEING,8/13/1993,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1993
N372UA,BOEING,12/21/1989,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1989
N3730B,BOEING,9/25/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3731T,BOEING,10/2/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3732J,BOEING,10/5/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3733Z,BOEING,10/31/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N37342,BOMBARDIER INC,12/29/2000,CL-600-2B19,Fixed Wing Multi-Engine,Turbo-Fan,1999
N3734B,BOEING,10/31/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3735D,BOEING,11/6/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3736C,BOEING,11/28/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3737C,BOEING,12/1/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3738B,BOEING,12/15/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3739,,,,,,
N373AA,BOEING,6/8/1992,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1992
N373DA,BOEING,10/28/1998,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1998
N373NW,AIRBUS INDUSTRIE,12/12/2001,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,2001
N373SW,BOEING,8/25/1993,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1993
N373UA,BOEING,12/29/1989,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1989
N37408,BOEING,10/5/2001,737-924,Fixed Wing Multi-Engine,Turbo-Fan,2001
N37409,BOEING,11/20/2001,737-924,Fixed Wing Multi-Engine,Turbo-Fan,2001
N3740C,BOEING,12/21/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N37419,BOEING,3/25/2008,737-924ER,Fixed Wing Multi-Engine,Turbo-Fan,2008
N3741S,BOEING,1/30/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3742C,BOEING,2/2/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3743H,BOEING,2/22/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3744D,CESSNA,7/29/1987,182A,Fixed Wing Single-Engine,Reciprocating,1957
N3745B,BOEING,6/13/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3746H,BOEING,6/15/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3747D,BOEING,5/23/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3748Y,BOEING,6/19/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3749D,BOEING,6/26/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N374AA,BOEING,6/17/1992,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1992
N374DA,BOEING,11/5/1998,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1998
N374NW,AIRBUS INDUSTRIE,12/18/2001,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,2001
N374SW,BOEING,9/10/1993,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1993
N374UA,BOEING,11/24/2004,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1989
N3750D,BOEING,7/2/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3751B,BOEING,7/17/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3752,BOEING,7/24/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3753,BOEING,7/26/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3754A,BOEING,8/7/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3755D,BOEING,8/16/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3756,BOEING,9/5/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3757D,BOEING,8/22/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3758Y,BOEING,8/23/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3759,BOEING,12/21/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N375AA,AERO COMMANDER,12/26/1995,690A,Fixed Wing Multi-Engine,Turbo-Prop,1974
N375DA,BOEING,12/1/1998,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1998
N375NC,AIRBUS,6/10/2002,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,2002
N375SW,BOEING,9/28/1993,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1993
N375UA,BOEING,8/29/2007,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1989
N3760C,BOEING,12/26/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N37615,BOEING,8/9/1994,737-524,Fixed Wing Multi-Engine,Turbo-Fan,1994
N3761R,BOEING,12/21/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3762Y,BOEING,12/20/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3763D,BOEING,12/20/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3764D,BOEING,12/27/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3765,BOEING,12/26/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3766,BOEING,12/27/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3767,BOEING,12/19/2001,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3768,BOEING,1/25/2002,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2002
N3769L,BOEING,2/1/2002,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2002
N376AA,PIPER,11/16/2000,PA-32RT-300,Fixed Wing Single-Engine,Reciprocating,1978
N376CA,BOMBARDIER INC,12/20/2007,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2003
N376DA,BOEING,1/19/1999,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1999
N376NW,AIRBUS,7/11/2002,A320-212,Fixed Wing Multi-Engine,Turbo-Fan,2002
N376SW,BOEING,2/10/1994,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N376UA,BOEING,8/29/2007,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1990
N37700,BOEING,2/26/2002,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2002
N3771K,BOEING,4/5/2002,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2002
N377DA,BOEING,5/11/1999,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1999
N377NW,AIRBUS,11/21/2003,A320-211,Fixed Wing Multi-Engine,Turbo-Fan,2003
N377UA,BOEING,9/5/2007,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1990
N378AA,CESSNA,6/6/2008,172E,Fixed Wing Single-Engine,Reciprocating,1963
N378CA,BOMBARDIER INC,4/17/2003,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2003
N378DA,BOEING,8/16/1999,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1999
N378NW,AIRBUS,12/18/2003,A320-211,Fixed Wing Multi-Engine,Turbo-Fan,2003
N378SW,BOEING,4/4/1994,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N378UA,BOEING,9/6/2007,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1990
N379AA,BOEING,3/8/1993,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1993
N379CA,BOMBARDIER INC,12/20/2007,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2003
N379DA,BOEING,8/23/1999,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1999
N379SW,BOEING,4/4/1994,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N379UA,BOEING,5/7/2004,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1990
N380DA,BOEING,9/23/1999,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1999
N380SW,BOEING,5/13/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N381AA,DOUGLAS,12/21/1998,DC-7BF,Fixed Wing Multi-Engine,Reciprocating,1956
N381DA,,,,,,
N381UA,BOEING,5/30/1990,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1990
N38257,BOEING,11/15/2000,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2000
N38268,BOEING,10/1/2001,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2001
N382DA,BOEING,10/14/1999,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1999
N382SW,BOEING,5/13/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N382UA,BOEING,5/30/1990,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1990
N383AA,BEECH,7/12/2005,E-90,Fixed Wing Multi-Engine,Turbo-Prop,1972
N383DN,BOEING,10/20/1999,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1999
N383SW,BOEING,5/13/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N383UA,BOEING,8/19/2004,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1990
N38403,BOEING,7/6/2001,737-924,Fixed Wing Multi-Engine,Turbo-Fan,2001
N38417,BOEING,3/13/2008,737-924ER,Fixed Wing Multi-Engine,Turbo-Fan,2008
N384AA,BOEING,8/27/1993,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1993
N384AE,SAAB-SCANIA,10/29/1996,SAAB 340B,Fixed Wing Multi-Engine,Turbo-Prop,0
N384DA,BOEING,11/24/1999,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1999
N384SW,BOEING,5/20/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N385AA,,,,,,
N385DN,BOEING,11/22/1999,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1999
N385SW,BOEING,5/13/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N385UA,BOEING,7/24/1990,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1990
N386AA,BOEING,5/13/1994,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1994
N386DA,BOEING,12/21/1999,737-832,Fixed Wing Multi-Engine,Turbo-Jet,1999
N386SW,BOEING,5/13/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N386UA,BOEING,7/24/1990,737-322,Fixed Wing Multi-Engine,Turbo-Fan,1990
N38727,BOEING,7/14/1999,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1999
N387AA,,,,,,
N387DA,BOEING,1/18/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N387SW,BOEING,5/13/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N388AA,BOEING,1/17/1995,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1995
N388DA,BOEING,2/2/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N388SW,BOEING,5/13/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N389AA,BOEING,1/18/1995,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1995
N389DA,BOEING,4/19/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N389SW,BOEING,5/13/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N390AA,BOEING,2/2/1995,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1995
N390CA,BOMBARDIER INC,12/20/2007,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2003
N390DA,BOEING,5/1/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N390SW,BOEING,5/13/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N391AA,BOEING,2/17/1995,767-323,Fixed Wing Multi-Engine,Turbo-Fan,1995
N391CA,BOMBARDIER INC,7/23/2003,CL-600-2C10,Fixed Wing Multi-Engine,Turbo-Fan,2003
N391DA,BOEING,5/9/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N391SW,BOEING,9/9/1994,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N39297,BOEING,10/17/2005,737-824,Fixed Wing Multi-Engine,Turbo-Fan,2005
N392AA,,,,,,
N392DA,BOEING,6/1/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N392SW,BOEING,10/7/1994,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N39343,BOEING,6/20/2007,737-3TO,Fixed Wing Multi-Engine,Turbo-Jet,1987
N393AA,,,,,,
N393DA,BOEING,7/3/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N393SW,EMBRAER,8/3/1998,EMB-120ER,Fixed Wing Multi-Engine,Turbo-Prop,1997
N39415,BOEING,2/15/2008,737-924ER,Fixed Wing Multi-Engine,Turbo-Fan,2008
N39416,BOEING,2/28/2008,737-924ER,Fixed Wing Multi-Engine,Turbo-Fan,2008
N39418,BOEING,3/18/2008,737-924ER,Fixed Wing Multi-Engine,Turbo-Fan,2008
N394DA,BOEING,7/3/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N394DL,BOEING,4/2/1998,767-324,Fixed Wing Multi-Engine,Turbo-Fan,1995
N394SW,BOEING,10/20/1994,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N395AA,AVIAT AIRCRAFT INC,6/5/2008,A-1B,Fixed Wing Single-Engine,Reciprocating,2007
N395DN,BOEING,7/18/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N395SW,BOEING,12/7/1994,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N396AA,,,,,,
N396DA,BOEING,8/21/2000,737-832,Fixed Wing Multi-Engine,Turbo-Jet,2000
N396SW,BOEING,5/13/2004,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,1994
N39726,BOEING,7/12/1999,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1999
N39728,BOEING,7/19/1999,737-724,Fixed Wing Multi-Engine,Turbo-Jet,1999
